TC 	SC 	PY 	MC 	MCI 	MCF 	MCT 	OC 	Gloss
卿 	卿 	qīng 	khjæng 	kh- 	-jæng 	even 	*C.qʰraŋ 	minister (v.)
輕 	轻 	qīng 	khjieng 	kh- 	-jieng 	even 	*kʰeŋ {*[kʰ]eŋ} (no palatalization before *-eŋ?) 	light (≠ heavy)
傾 	倾 	qīng 	khjwieng 	kh- 	-jwieng 	even 	*kʷʰeŋ {*[k]ʷʰeŋ} 	incline (v.)
青 	青 	qīng 	tsheng 	tsh- 	-eng 	even 	*N-sˁ‹r›eŋ 	green or blue
清 	清 	qīng 	tshjeng 	tsh- 	-jeng 	even 	*tsʰeŋ 	clear (adj.)
晴 	晴 	qíng 	dzjeng 	dz- 	-jeng 	even 	*N-tsʰeŋ 	clear (weather)
情 	情 	qíng 	dzjeng 	dz- 	-jeng 	even 	*dzeŋ {*[dz]eŋ} 	response to circumstances
請 	请 	qíng 	dzjeng 	dz- 	-jeng 	even 	*m-tsʰeŋ 	request, invite
謦 	謦 	qǐng 	khengX 	kh- 	-eng 	rising 	*C.qʰˁeŋʔ {*[C.qʰ]ˁeŋʔ} 	cough, clear the throat
頃 	顷 	qǐng 	khjwiengX 	kh- 	-jwieng 	rising 	*kʷʰeŋʔ {*[k]ʷʰeŋʔ} 	interval, short while
請 	请 	qǐng 	tshjengX 	tsh- 	-jeng 	rising 	*tsʰeŋʔ {*[tsʰ]eŋʔ} 	request
磬 	磬 	qìng 	khengH 	kh- 	-eng 	departing 	*C.qʰˁ eŋ-s {*[C.qʰ]ˁeŋ-s} 	suspend
殸 	殸 	qìng 	khengH 	kh- 	-eng 	departing 	*C.qʰˁeŋ-s {*[C.qʰ]ˁeŋ-s} 	hanging musical stone
𥥻 	𥥻 	qìng 	khengH 	kh- 	-eng 	departing 	*kʰˁeŋ-s {*[k]ʰˁeŋ-s} 	empty
罄 	罄 	qìng 	khengH 	kh- 	-eng 	departing 	*kʰˁeŋ-s {*[kʰ]ˁeŋ-s} 	empty; exhaustively
窮 	穷 	qióng 	gjuwng 	g- 	-juwng 	even 	*ɡuŋ {*[ɡ](r)uŋ} 	poor
窮 	穷 	qióng 	gjuwng 	g- 	-juwng 	even 	*m-ɡuŋ {*m-[ɡ](r)uŋ} 	exhaust
瞏 	瞏 	qióng 	gjwieng 	g- 	-jwieng 	even 	*ɡʷeŋ {*[ɡ]ʷeŋ} 	scared, sad
睘 	睘 	qióng 	hwæn 	h- 	-wæn 	even 	*ɢʷˁren {*[ɢ]ʷˁren} 	turn around, return
丘 	丘 	qiū 	khjuw 	kh- 	-juw 	even 	*kʷʰə {*[k]ʷʰə} 	hill, mound
蚯 	蚯 	qiū 	khjuw 	kh- 	-juw 	even 	*kʷʰə {*[k]ʷʰə} 	earth-worm (khjuw.yinX)
秋 	秋 	qiū 	tshjuw 	tsh- 	-juw 	even 	*tsʰiw 	autumn; crop
緧 	緧 	qiū 	tshjuw 	tsh- 	-juw 	even 	*tsʰu {*[tsʰ]u} 	crupper
蝤 	蝤 	qiú 	dzjuw 	dz- 	-juw 	even 	*dzu {*[dz]u} 	tree-grub
酋 	酋 	qiú 	dzjuw 	dz- 	-juw 	even 	*m-tsu 	wine-master
球 	球 	qiú 	gjuw 	g- 	-juw 	even 	*Cə.ɡu {*Cə.[ɡ](r)[u]} 	'ball'?
仇 	仇 	qiú 	gjuw 	g- 	-juw 	even 	*ɡu {*[ɡ](r)u} 	mate *n.)
求 	求 	qiú 	gjuw 	g- 	-juw 	even 	*ɡu {*[ɡ](r)u} 	seek
逑 	逑 	qiú 	gjuw 	g- 	-juw 	even 	*ɡu {*ɡ(r)u} 	come together; mate (n.)
裘 	裘 	qiú 	gjuw 	g- 	-juw 	even 	*ɡʷə {*[ɡ]ʷə} 	fur garment
遒 	遒 	qiú 	tsjuw 	ts- 	-juw 	even 	*tsu 	collect, bring together
泅 	泅 	qiú 	zjuw 	z- 	-juw 	even 	*s-N.ru {*[s-N].ru} 	swim
囚 	囚 	qiú 	zjuw 	z- 	-juw 	even 	*sə.lu 	prisoner
曲 	曲 	qū 	khjowk 	kh- 	-jowk 	entering 	*kʰok {*kʰ(r)ok} 	to bend, bent
驅 	驱 	qū 	khju 	kh- 	-ju 	even 	*kʰo {*[k]ʰ(r)o} 	drive (horses) forward
屈 	屈 	qū 	khjut 	kh- 	-jut 	entering 	*kʰut {*[kʰ]ut} 	subdue
岨 	岨 	qū 	tshjo 	tsh- 	-jo 	even 	*tsʰa {*[tsʰ]a} 	rock covered with earth
趨 	趋 	qū 	tsrhju 	tsrh- 	-ju 	even 	*tsʰro {*[ts]ʰro} 	hasten
渠 	渠 	qú 	gjo 	g- 	-jo 	even 	*ɡa {*[ɡ](r)a} 	canal
絇 	絇 	qú 	gju 	g- 	-ju 	even 	*ɡo {*[ɡ](r)o} 	decoration on the toe of a shoe
䀠 	䀠 	qú 	kjuH 	k- 	-ju 	departing 	*kʷak-s {*[k]ʷ(r)ak-s} 	look right and left
取 	取 	qǔ 	tshjuX 	tsh- 	-ju 	rising 	*tsʰoʔ 	take
去 	去 	qù 	khjoH 	kh- 	-jo 	departing 	*kʰaʔ-s {*[k]ʰ(r)aʔ-s} 	depart
闃 	阒 	qù 	khwek 	kh- 	-wek 	entering 	*k-m̥ˁik {*[k-m̥]ˁik} (*-ik › *-ek dialect) 	quiet
取 	取 	qù 	tshjuH 	tsh- 	-ju 	departing 	*tsʰoʔ-s 	take (a wife)
趣 	趣 	qù 	tshjuH 	tsh- 	-ju 	departing 	*tsʰoʔ-s {*[tsʰ]oʔ-s} 	hasten to
娶 	娶 	qù 	tshjuH 	tsh- 	-ju 	departing 	*tsʰoʔ-s {*[ts]ʰoʔ-s} 	take a wife
全 	全 	quán 	dzjwen 	dz- 	-jwen 	even 	*dzon {*[dz]o[n]} 	complete (adj.)
泉 	泉 	quán 	dzjwen 	dz- 	-jwen 	even 	*s-N-ɢʷar I! 	spring, source
權 	权 	quán 	gjwen 	g- 	-jwen 	even 	*Cə.ɡror {*Cə.[ɡ]r[o]r} 	weight of a steelyard
拳 	拳 	quán 	gjwen 	g- 	-jwen 	even 	*N-kron {*N-kro[n]} 	fist (‹ rolled-up hand)
鬈 	鬈 	quán 	gjwen 	g- 	-jwen 	even 	*ɡʷren {*[ɡ]ʷre[n]} 	handsome (hair?)
卷 	卷 	quán 	gjwen 	g- 	-jwen 	even 	*ɡʷren {*[ɡ]ʷren} 	handsome
犬 	犬 	quǎn 	khwenX 	kh- 	-wen 	rising 	*kʷʰˁenʔ {*[k]ʷʰˁ[e][n]ʔ} 	dog
勸 	劝 	quàn 	khjwonH 	kh- 	-jwon 	departing 	*C.qʷʰar-s 	encourage
缺 	缺 	quē 	khwet 	kh- 	-wet 	entering 	*Nə-kʷʰˁet {*Nə-[k]ʷʰˁet} 	break; defective
確 	确 	què 	khæwk 	kh- 	-æwk 	entering 	*kʰˁrawk {*[k]ʰˁrawk} 	solid, firm
殼 	壳 	què 	khæwk 	kh- 	-æwk 	entering 	*kʰˁrok {*[kʰ]ˁrok} 	hollow shell, hollow
却 	却 	què 	khjak 	kh- 	-jak 	entering 	*kʰak 	decline, refuse
闕 	阙 	què 	khjwot 	kh- 	-jwot 	entering 	*kʷʰat 	tower over gate
鵲 	鹊 	què 	tshjak 	tsh- 	-jak 	entering 	*tsʰak {*[tsʰ]ak} 	magpie
雀 	雀 	què 	tsjak 	ts- 	-jak 	entering 	*tsewk {*[ts]ewk} 	sparrow
羣 	羣 	qún 	gjun 	g- 	-jun 	even 	*ɡur {*[ɡ]ur} 	flock, herd, group
裙 	裙 	qún 	gjun 	g- 	-jun 	even 	*ɡur {*[ɡ]ur} 	skirt
㸐 	㸐 	rán 	nyen 	ny- 	-jen 	even 	*C.nan {*C.na[n]} 	burn
燃 	燃 	rán 	nyen 	ny- 	-jen 	even 	*C.nan {*C.na[n]} 	burn
然 	然 	rán 	nyen 	ny- 	-jen 	even 	*nan {*[n]a[n]} 	so, thus; (adv suffix)
染 	染 	rǎn 	nyemX 	ny- 	-jem 	rising 	*C.namʔ {*C.n[a]mʔ} 	to dye
攘 	攘 	ráng 	nyang 	ny- 	-jang 	even 	*naŋ 	oppose, disturb
攘 	攘 	ráng 	nyang 	ny- 	-jang 	even 	*naŋ 	steal; expel
壤 	壤 	rǎng 	nyangX 	ny- 	-jang 	rising 	*naŋʔ 	cultivated soil
攘 	攘 	rǎng 	nyangX 	ny- 	-jang 	rising 	*naŋʔ 	oppose; disturb
讓 	让 	ràng 	nyangH 	ny- 	-jang 	departing 	*naŋ-s 	yield
襓 	襓 	ráo 	nyew 	ny- 	-jew 	even 	*ŋew {*[ŋ]ew} (‹ uvular?) 	scabbard
橈 	桡 	ráo 	nyew 	ny- 	-jew 	even 	*ŋew {*[ŋ]ew} (‹ uvular?) 	oar
繞 	绕 	rǎo 	nyewH 	ny- 	-jew 	departing 	*ŋewʔ-s {*[ŋ]ewʔ-s} (‹ uvular?) 	to wind round
繞 	绕 	rǎo 	nyewX 	ny- 	-jew 	rising 	*ŋewʔ {*[ŋ]ewʔ} (‹ uvular?) 	curved
熱 	热 	rè 	nyet 	ny- 	-jet 	entering 	*C.nat (or *C.ŋet?) 	hot
壬 	壬 	rén 	nyim 	ny- 	-im 	even 	*nəm {*n[ə]m} 	9th heavenly stem
仁 	仁 	rén 	nyin 	ny- 	-in 	even 	*niŋ {*ni[ŋ]} 	kindness
人 	人 	rén 	nyin 	ny- 	-in 	even 	*niŋ 	(other) person
荏 	荏 	rěn 	nyimX 	ny- 	-im 	rising 	*nəmʔ {*n[ə]mʔ} (‹ *num?) 	a kind of big beans
忍 	忍 	rěn 	nyinX 	ny- 	-in 	rising 	*nənʔ {*nə[n]ʔ} 	cruel
忍 	忍 	rěn 	nyinX 	ny- 	-in 	rising 	*nənʔ {*nə[n]ʔ} 	endure
紝 	纴 	rèn 	nrim 	nr- 	-im 	even 	*n‹r›əm {*n‹r›[ə]m} 	weave
紝 	纴 	rèn 	nyim 	ny- 	-im 	even 	*nəm {*n[ə]m} 	weave
任 	任 	rèn 	nyimH 	ny- 	-im 	departing 	*nəm-s {*n[ə]m-s} 	burden; charge (n.)
衽 	衽 	rèn 	nyimH 	ny- 	-im 	departing 	*nəmʔ-s {*n[ə]mʔ-s} 	skirts of robe, flaps; lapel
衽 	衽 	rèn 	nyimX 	ny- 	-im 	rising 	*nəmʔ {*n[ə]mʔ} 	skirts of robe, flaps; lapel
飪 	饪 	rèn 	nyimX 	ny- 	-im 	rising 	*nəmʔ {*n[ə]mʔ} 	thoroughly cooked
恁 	恁 	rèn 	nyimX 	ny- 	-im 	rising 	*nəmʔ {*n[ə]mʔ} 	think
認 	认 	rèn 	nyinH 	ny- 	-in 	departing 	*nən-s {*nə[n]-s} 	know
軔 	轫 	rèn 	nyinH 	ny- 	-in 	departing 	*nər-s {*nər(ʔ)-s} 	wheel stopper
仍 	仍 	réng 	nying 	ny- 	-ing 	even 	*nəŋ 	repeat
日 	日 	rì 	nyit 	ny- 	-it 	entering 	*C.nit {*C.ni[t]} 	sun; day
衵 	衵 	rì 	nyit 	ny- 	-it 	entering 	*nik 	a lady's clothes nearest to the body
榮 	荣 	róng 	hjwæng 	h- 	-jwæng 	even 	*N-qʷreŋ {*[N-qʷ]reŋ} 	glory, honor
戎 	戎 	róng 	nyuwng 	ny- 	-juwng 	even 	*nuŋ 	foreigners in the west
茙 	茙 	róng 	nyuwng 	ny- 	-juwng 	even 	*nuŋ (‹ *num?) 	a kind of bean
容 	容 	róng 	yowng 	y- 	-jowng 	even 	*ɢoŋ {*[ɢ](r)oŋ} 	contain
容 	容 	róng 	yowng 	y- 	-jowng 	even 	*ɢoŋ {*[ɢ](r)oŋ} 	appearance
頌 	颂 	róng 	yowng 	y- 	-jowng 	even 	*ɢoŋ {*[ɢ](r)oŋ} 	appearance
融 	融 	róng 	yuwng 	y- 	-juwng 	even 	*luŋ (? ‹ *lum) 	hot air, steam, heat
彡 	彡 	róng 	yuwng 	y- 	-juwng 	even 	*m.rum (dial. *-um › -uŋ) 	to sacrifice on a following day
䑣 	䑣 	róng 	yuwng 	y- 	-uwng 	even 	*m.rum (dial. › -um › -uŋ) 	sacrifice on the following day
肜 	肜 	róng 	yuwng 	y- 	-juwng 	even 	*m.ruŋ {*m.rum} (dial. *-um › -uŋ) 	sacrifice on a following day
柔 	柔 	róu 	nyuw 	ny- 	-juw 	even 	*nu 	soft
肉 	肉 	ròu 	nyuwk 	ny- 	-juwk 	entering 	*k.nuk 	meat, flesh
洳 	洳 	rú 	nyo 	ny- 	-jo 	even 	*na 	name of a river
如 	如 	rú 	nyo 	ny- 	-jo 	even 	*na 	go to
如 	如 	rú 	nyo 	ny- 	-jo 	even 	*na 	as, like, if
茹 	茹 	rú 	nyoH 	ny- 	-jo 	departing 	*naʔ-s 	swallow, eat
茹 	茹 	rú 	nyoX 	ny- 	-jo 	rising 	*naʔ 	swallow, eat
濡 	濡 	rú 	nyu 	ny- 	-ju 	even 	*no 	wet, glossy
襦 	襦 	rú 	nyu 	ny- 	-ju 	even 	*no 	jacket
汝 	汝 	rǔ 	nyoX 	ny- 	-jo 	rising 	*naʔ 	you (sg.)
辱 	辱 	rǔ 	nyowk 	ny- 	-jowk 	entering 	*nok 	disgrace
乳 	乳 	rǔ 	nyuX 	ny- 	-ju 	rising 	*noʔ 	milk; nipple
入 	入 	rù 	nyip 	ny- 	-ip 	entering 	*nəp {*n[ə]p} 	enter
洳 	洳 	rù 	nyoH 	ny- 	-jo 	departing 	*na-s 	wet ground
縟 	缛 	rù 	nyowk 	ny- 	-jowk 	entering 	*nok 	variegated
蓐 	蓐 	rù 	nyowk 	ny- 	-jowk 	entering 	*nok 	straw bedding
緌 	緌 	ruí 	nywij 	ny- 	-wij 	even 	*nuj 	tassel
銳 	锐 	ruì 	ywejH 	y- 	-jwej 	departing 	*lot-s 	sharp
若 	若 	ruò 	nyak 	ny- 	-jak 	entering 	*nak 	you
若 	若 	ruò 	nyak 	ny- 	-jak 	entering 	*nak 	agree
弱 	弱 	ruò 	nyak 	ny- 	-jak 	entering 	*newk 	weak
焫 	焫 	ruò 	nywet 	ny- 	-jwet 	entering 	*not 	hot, burning; to burn
爇 	爇 	ruò 	nywet 	ny- 	-jwet 	entering 	*not 	to burn
灑 	洒 	sǎ 	srɛX 	sr- 	-ɛ 	rising 	*C.s‹r›ərʔ 	sprinkle (v.)
洒 	洒 	sǎ 	srɛjX 	sr- 	-ɛj 	rising 	*C.s‹r›ərʔ 	sprinkle
灑 	洒 	sǎ 	srjeX 	sr- 	-je 	rising 	*C.s‹r›ərʔ 	sprinkle
摋 	𢫬 	sà 	sat 	s- 	-at 	entering 	*sˁat 	to slap from the side
塞 	塞 	sài 	sojH 	s- 	-oj 	departing 	*sˁək-s {*[s]ˁək-s} 	frontier
塞 	塞 	sài 	sojH 	s- 	-oj 	departing 	*sˁək-s 	pass (n.)
三 	三 	sān 	sam 	s- 	-am 	even 	*srum {*sr[u]m} (*sr- › *s-; infl. by 四 *s-?) 	three
三 	三 	sān 	samH 	s- 	-am 	departing 	*s.rəm-s {*[s.r][ə]m-s} (*s.r- › *s-, infl. by 四 *s-) 	thrice
散 	散 	sǎn 	sanX 	s- 	-an 	rising 	*sˁanʔ {*[s]ˁa[n]ʔ} 	scattered (adj.)
散 	散 	sàn 	sanH 	s- 	-an 	departing 	*m-sˁanʔ-s {*m-sˁa[n]ʔ-s} 	scatter (v.t.)
喪 	丧 	sāng 	sang 	s- 	-ang 	even 	*s-mˁaŋ {*[s-m]ˁaŋ} 	mourning, burial
桑 	桑 	sāng 	sang 	s- 	-ang 	even 	*sˁaŋ {*[s]ˁaŋ} 	mulberry tree
顙 	颡 	sǎng 	sangX 	s- 	-ang 	rising 	*sˁaŋʔ {*[s]ˁaŋʔ} 	forehead
喪 	丧 	sàng 	sangH 	s- 	-ang 	departing 	*s-mˁaŋ-s 	lose; destroy
臊 	臊 	sāo 	saw 	s- 	-aw 	even 	*m-sˁaw 	fat of swine or dog
搔 	搔 	sāo 	saw 	s- 	-aw 	even 	*sˁu 	scratch (v.)
騷 	骚 	sāo 	saw 	s- 	-aw 	even 	*sˁu {*[s]ˁu} 	disturb
燥 	燥 	sào 	sawH 	s- 	-aw 	departing 	*C.sˁawʔ-s 	dry
塞 	塞 	sè 	sok 	s- 	-ok 	entering 	*sˁək {*[s]ˁək} 	stop up, block (v.)
嗇 	啬 	sè 	srik 	sr- 	-ik 	entering 	*srək 	reap
色 	色 	sè 	srik 	sr- 	-ik 	entering 	*srək 	color; countenance
穡 	穑 	sè 	srik 	sr- 	-ik 	entering 	*srək 	reap
瑟 	瑟 	sè 	srit 	sr- 	-it 	entering 	*s.mrit {*[s.m]ri[t]} 	lute
槮 	槮 	sēn 	tsrhim 	tsrh- 	-im 	even 	*s.r̥əm {*s.r̥[ə]m} 	tall (tree)
沙 	沙 	shā 	sræ 	sr- 	-æ 	even 	*sˁraj {*[s]ˁraj} 	sand
殺 	杀 	shā 	srɛt 	sr- 	-ɛt 	entering 	*s‹r›at 	kill
殺 	杀 	shài 	srɛjH 	sr- 	-ɛj 	departing 	*s‹r›at-s 	diminish
髟 	髟 	shān 	sræm 	sr- 	-æm 	even 	*sˁram {*s[ˁ]ram} 	long hair
山 	山 	shān 	srɛn 	sr- 	-ɛn 	even 	*s-ŋrar 	mountain, hill
苫 	苫 	shān 	syem 	sy- 	-jem 	even 	*s.tem 	thatch
羶 	羶 	shān 	syen 	sy- 	-jen 	even 	*s.tan 	smell of sheep
膻 	膻 	shān 	syen 	sy- 	-jen 	even 	*s.tan {*[s.t]a[n]} 	smell of sheep
羴 	羴 	shān 	syen 	sy- 	-jen 	even 	*s.tan 	smell of sheep
贍 	赡 	shàn 	dzyemH 	dzy- 	-jem 	departing 	*dam-s {*[d]am-s} 	sufficient
擅 	擅 	shàn 	dzyenH 	dzy- 	-jen 	departing 	*dan-s {*[d]a[n]-s} 	monopolize (v.); without authority (adv.)
禪 	禅 	shàn 	dzyenH 	dzy- 	-jen 	departing 	*dar-s {*[d]ar-s} 	hand over to another
繕 	缮 	shàn 	dzyenH 	dzy- 	-jen 	departing 	*ɡenʔ-s {*[ɡ]e[n]ʔ-s} 	(make good:) repair
善 	善 	shàn 	dzyenX 	dzy- 	-jen 	rising 	*ɡenʔ {*[ɡ]e[n]ʔ} 	good
苫 	苫 	shàn 	syemH 	sy- 	-jem 	departing 	*s-tem-s 	thatch
扇 	扇 	shàn 	syenH 	sy- 	-jen 	departing 	*l̥an-s {*[l̥][a][n]-s} 	leaf of door (: fan?)
愓 	愓 	shāng 	syang 	sy- 	-jang 	even 	*l̥aŋ 	move straight and rapidly
觴 	觞 	shāng 	syang 	sy- 	-jang 	even 	*l̥aŋ 	goblet
湯 	汤 	shāng 	syang 	sy- 	-jang 	even 	*l̥aŋ 	amply-flowing
傷 	伤 	shāng 	syang 	sy- 	-jang 	even 	*l̥aŋ 	wound
商 	商 	shāng 	syang 	sy- 	-jang 	even 	*s-taŋ 	musical note
商 	商 	shāng 	syang 	sy- 	-jang 	even 	*s-taŋ 	(place name)
商 	商 	shāng 	syang 	sy- 	-jang 	even 	*s-taŋ 	estimate; business; trader
曏 	向 	shǎng 	syangX 	sy- 	-jang 	rising 	*n̥aŋʔ 	a short time
賞 	赏 	shǎng 	syangX 	sy- 	-jang 	rising 	*s-taŋʔ 	reward (v.)
尚 	尚 	shàng 	dzyangH 	dzy- 	-jang 	departing 	*daŋ-s {*[d]aŋ-s} 	upwards
尚 	尚 	shàng 	dzyangH 	dzy- 	-jang 	departing 	*daŋ-s {*[d]aŋ-s} 	still, yet
上 	上 	shàng 	dzyangH 	dzy- 	-jang 	departing 	*daŋʔ-s {*[d]aŋʔ-s} 	top, above (n.)
上 	上 	shàng 	dzyangX 	dzy- 	-jang 	rising 	*Cə.daŋʔ {*Cə.[d]aŋʔ} 	ascend
上 	上 	shàng 	dzyangX 	dzy- 	-jang 	rising 	*m-daŋʔ {*m-[d]aŋʔ} 	to put up
餉 	饷 	shàng 	syangH 	sy- 	-jang 	departing 	*n̥aŋ-s {*n̥aŋ(ʔ)-s} 	give food; food
曏 	向 	shàng 	syangH 	sy- 	-jang 	departing 	*n̥aŋ-s 	a short time
燒 	烧 	shāo 	syew 	sy- 	-jew 	even 	*ŋ̊ew {*[ŋ̊]ew} 	burn
勺 	勺 	sháo 	dzyak 	dzy- 	-jak 	entering 	*m-t-qewk 	ladle (n.)
杓 	杓 	sháo 	dzyak 	dzy- 	-jak 	entering 	*m-t-qewk 	ladle (n.)
少 	少 	shǎo 	syewX 	sy- 	-jew 	rising 	*s.tewʔ {*[s.t]ewʔ} 	few
召 	召 	shào 	dzyewX 	dzy- 	-jew 	rising 	*dawʔ {*[d]awʔ} 	(place name)
稍 	稍 	shào 	sræwH 	sr- 	-æw 	departing 	*srew-s {*[s](ˁ)rew-s} 	gradually
少 	少 	shào 	syewH 	sy- 	-jew 	departing 	*s-tewʔ-s {*[s-t]ewʔ-s} 	young
賖 	賖 	shē 	syæ 	sy- 	-jæ 	even 	*l̥a {*l̥A} 	trade on credit
賒 	赊 	shē 	syæ 	sy- 	-jæ 	even 	*l̥a {*l̥A} 	trade on credit
奢 	奢 	shē 	syæ 	sy- 	-jæ 	even 	*s.tʰa {*s.tʰA} 	extravagant
折 	折 	shé 	dzyet 	dzy- 	-jet 	entering 	*N-tet 	bend (v.i.)
蛇 	蛇 	shé 	zyæ 	zy- 	-jæ 	even 	*Cə.laj {*Cə.lAj} 	snake
舌 	舌 	shé 	zyet 	zy- 	-jet 	entering 	*mə.lat 	tongue
舍 	舍 	shě 	syæX 	sy- 	-jæ 	rising 	*l̥aʔ {*l̥Aʔ} 	set aside, give up
捨 	舍 	shě 	syæX 	sy- 	-jæ 	rising 	*l̥aʔ {*l̥Aʔ} 	set aside, give up
社 	社 	shè 	dzyæX 	dzy- 	-jæ 	rising 	*m-tʰaʔ {*m-tʰAʔ} 	sacrifice to the spirit of the soil
赦 	赦 	shè 	syæH 	sy- 	-jæ 	departing 	*qʰak-s {*qʰ(r)Ak-s} 	to pardon
舍 	舍 	shè 	syæH 	sy- 	-jæ 	departing 	*r̥ak-s {*r̥Ak-s} 	lodging-house
攝 	摄 	shè 	syep 	sy- 	-jep 	entering 	*kə.n̥ep 	catch, grasp
設 	设 	shè 	syet 	sy- 	-jet 	entering 	*ŋ̊et 	set up
射 	射 	shè 	zyæH 	zy- 	-jæ 	departing 	*Cə.lak-s {*Cə.lAk-s} 	shoot; archer
射 	射 	shè 	zyek 	zy- 	-jek 	entering 	*Cə.lak {*Cə.lAk} 	hit with bow and arrow
參 	参 	shēn 	srim 	sr- 	-im 	even 	*srum {*sr[u]m} 	(name of constellation)
莘 	莘 	shēn 	srin 	sr- 	-in 	even 	*srin {*sri[n]} 	long, drawn-out
深 	深 	shēn 	syim 	sy- 	-im 	even 	*l̥əm {*[l̥][ə]m} 	deep
深 	深 	shēn 	syimH 	sy- 	-im 	departing 	*l̥əm-s {*[l̥][ə]m-s} 	depth
申 	申 	shēn 	syin 	sy- 	-in 	even 	*l̥in {*l̥i[n]} 	9th earthly branch
伸 	伸 	shēn 	syin 	sy- 	-in 	even 	*l̥in {*l̥i[n]} 	stretch, extend
紳 	绅 	shēn 	syin 	sy- 	-in 	even 	*l̥in {*[l̥]i[n]} 	sash around the waist
呻 	呻 	shēn 	syin 	sy- 	-in 	even 	*l̥in {*l̥i[n]} 	chant, drone
身 	身 	shēn 	syin 	sy- 	-in 	even 	*n̥iŋ {*n̥i[ŋ]} 	body; self
神 	神 	shén 	zyin 	zy- 	-in 	even 	*Cə.lin {*Cə.li[n]} 	spirit
嬸 	婶 	shěn 	syimX 	sy- 	-im 	rising 	{*mʔ} 	FaYBrWi
沈 	沈 	shěn 	syimX 	sy- 	-im 	rising 	*l̥əmʔ {*[l̥][ə]mʔ} 	(name of a state)
諗 	谂 	shěn 	syimX 	sy- 	-im 	rising 	*n̥imʔ 	remonstrate
審 	审 	shěn 	syimX 	sy- 	-im 	rising 	*s.tʰəmʔ {*s.tʰ[ə]mʔ} 	examine, discriminate
瀋 	沈 	shěn 	tsyhimX 	tsyh- 	-im 	rising 	*tʰəmʔ {*tʰ[ə]mʔ} 	liquid
甚 	甚 	shèn 	dzyimH 	dzy- 	-im 	departing 	*t.ɢəmʔ-s {*[t.ɢ][ə]mʔ-s} 	excessive
甚 	甚 	shèn 	dzyimX 	dzy- 	-im 	rising 	*t.ɢəmʔ {*[t.ɢ][ə]mʔ} 	excessive, very
慎 	慎 	shèn 	dzyinH 	dzy- 	-in 	departing 	*Cə.lin-s {*Cə.l[i][n]-s} 	careful
蜃 	蜃 	shèn 	dzyinX 	dzy- 	-in 	rising 	*dərʔ {*[d]ərʔ} 	clam, oyster
腎 	肾 	shèn 	dzyinX 	dzy- 	-in 	rising 	*ɡinʔ {*[ɡ]i[n]ʔ} 	kidney
葚 	葚 	shèn 	zyimX 	zy- 	-im 	rising 	*sə-dəmʔ {*sə-d[ə]mʔ} 	mulberry fruit
生 	生 	shēng 	sræng 	sr- 	-æng 	even 	*N-sreŋ 	fresh, raw
甥 	甥 	shēng 	sræng 	sr- 	-æng 	even 	*s.reŋ 	SiSo or SiDa; DaHu
生 	生 	shēng 	sræng 	sr- 	-æng 	even 	*sreŋ 	bear, be born; live
生 	生 	shēng 	srjæng 	sr- 	-jæng 	even 	*sreŋ 	bear, be born; live
聲 	声 	shēng 	syeng 	sy- 	-jeng 	even 	*l̥eŋ {*[l̥]eŋ} 	sound (n.)
勝 	胜 	shēng 	sying 	sy- 	-ing 	even 	*l̥əŋ 	equal to, capable of
升 	升 	shēng 	sying 	sy- 	-ing 	even 	*s-təŋ 	1/10th of a dǒu 斗
升 	升 	shēng 	sying 	sy- 	-ing 	even 	*s-təŋ 	rise (v.)
陞 	陞 	shēng 	sying 	sy- 	-ing 	even 	*s-təŋ 	rise (v.)
繩 	绳 	shéng 	zying 	zy- 	-ing 	even 	{*Cə.ləŋ} 	string, cord
盛 	盛 	shèng 	dzyengH 	dzy- 	-jeng 	departing 	*deŋ-s {*[d]eŋ-s} 	full, abundant
聖 	圣 	shèng 	syengH 	sy- 	-jeng 	departing 	*l̥eŋ-s 	sage (n.)
勝 	胜 	shèng 	syingH 	sy- 	-ing 	departing 	*l̥əŋ-s 	overcome; surpass
乘 	乘 	shèng 	zyingH 	zy- 	-ing 	departing 	*Cə.ləŋ-s 	vehicle
乘 	乘 	shèng 	zyingH 	zy- 	-ing 	departing 	*Cə.ləŋ-s 	team of four horses
剩 	剩 	shèng 	zyingH 	zy- 	-ing 	departing 	*Cə.ləŋ-s 	left over
師 	师 	shī 	srij 	sr- 	-ij 	even 	*srij 	army
師 	师 	shī 	srij 	sr- 	-ij 	even 	*srij 	master
蝨 	蝨 	shī 	srit 	sr- 	-it 	entering 	*srit {*sri[t]} 	louse
施 	施 	shī 	sye 	sy- 	-je 	even 	*l̥aj 	give, bestow
詩 	诗 	shī 	syi 	sy- 	-i 	even 	*s.tə 	poetry
屍 	尸 	shī 	syij 	sy- 	-ij 	even 	*l̥əJ {*l̥ə[j]} 	corpse
尸 	尸 	shī 	syij 	sy- 	-ij 	even 	*l̥əj {*l̥ə[j]} 	corpse
蓍 	蓍 	shī 	syij 	sy- 	-ij 	even 	*s-kij 	Achillea (?)
濕 	湿 	shī 	syip 	sy- 	-ip 	entering 	*qʰip {*[qʰ]ip} 	to flap (sc. the ears)
溼 	溼 	shī 	syip 	sy- 	-ip 	entering 	*s-qʰip {*s-[qʰ][i]p} 	low wet ground
失 	失 	shī 	syit 	sy- 	-it 	entering 	*l̥it {*l̥i[t]} 	lose
