CHARACTER	Bijiang Bai	Classic Old Chinese	Comments	Dali Bai	Dialectal data	Early Postclassic Chinese	Eastern Han Chinese	English meaning	Four-angle index	Go-on	Japanese reading	Jianchuan Bai	Kan-on	Karlgren code	Late Postclassic Chinese	Middle Chinese	Middle Postclassic Chinese	Modern .Beijing. reading	Preclassic Old Chinese	Radical	Russian meaning.s.	Shijing occurrences	Sino-Tibetan etymology	Vietnamese reading	Western Han Chinese
願		ŋwanh	OC rhymes are somewhat ambiguous (allow as well for a reconstruction *ŋons), but xie-sheng speaks strongly in favour of *ŋors. Viet. has also a parallel colloquial reading nyền. For *ŋ- cf. Xiamen an<sup>6</sup>, Chaozhou ŋueŋ<sup>4</sup>, Fuzhou ŋuoŋ<sup>6</sup>, Jianou ŋüiŋ<sup>6</sup>.		response.cgi?single=1&basename=%2fdata%2fchina%2fdoc&text_number=2458&root=config	ŋwàn	ŋwanh		8134					0258 f	ŋwǝ̀n	ŋʷǝ̀n	ŋwǝ̀n	yuàn	ŋors	181	1) чаять, желать; жаждать; хотеть; намереваться; желание; охотно; 2) завидовать; 3) каждый раз	30.3, 30.4, 44.1, 44.2		nguyện	ŋwanh
枝		ke			response.cgi?single=1&basename=%2fdata%2fchina%2fdoc&text_number=+601&root=config	kje	kje		6072					0864 b	kje	će	kje	zhī	ke	75	1) ветка, ветвь, ответвление; филиал; ответвляться; 2) поддерживать, <i>см.</i> 支; 3) конечность			chi	ke
去		khá	Also read *khaʔ-s, MC khö̀, Mand. qù, Viet. khú' 'to go away, leave'.		response.cgi?single=1&basename=%2fdata%2fchina%2fdoc&text_number=+145&root=config	khó	khá		8636						khó	khö́	khó	qù	khaʔ	28	1) уходить; отправляться, идти; 2) уйти из...; уехать из...; удалиться от...; отстоять, быть на расстоянии от...; у, из, от; 3) отстранить (<i>от должности</i>); отбросить; отменить; удалить; отрубить, отрезать; 4) прошедший, прошлый; прошлое; 5) направлять, посылать; командировать; 6) <i>сокр.</i> цюйшэн, 4-ый тон (<i>в пекинской номенклатуре</i>); 7) <i>театр.</i> выступать в роли, играть роль (<i>кого-л.</i>); 8) <i>вспомогательный глагол</i> а) <i>выделяет сказуемое с указанием на удаление действия от говорящего лица</i>; б) <i>вводит обстоятельство цели</i>; 9) <i>глагольный суффикс</i> а) <i>направления действия</i> (<i>от говорящего лица</i>); б) <i>продолжительности действия</i>		response.cgi?single=1&basename=%2fdata%2fsintib%2fstibet&text_number=2706&root=config	khu`'	khá
麟		r(h)in	Usually used within the compound 麒麟 *g(h)ǝ-r(h)ǝn 'unicorn' - a word probably of Altaic origin (cf. PA *gúri(-nV)).			l(h)jin	r(h)jǝn		2531					0387 j	l(h)jin	lin	l(h)jin	lín	r(h)ǝn	198	единорог (<i>сказочное животное</i>); <i>яп.</i> жираф	11.1, 11.2, 11.3		lân	r(h)jǝn
盈		leŋ	For initial *l- cf. Min forms: Xiamen iã2, Chaozhou ieŋ2, Fuzhou iŋ2.		response.cgi?single=1&basename=%2fdata%2fchina%2fdoc&text_number=+810&root=config	źeŋ	źeŋ		691					0815 a-b	jeŋ	jeŋ	jeŋ	yíng	leŋ	108	1) полный; полностью; заполнить; 2) излишек; изобилие; переполнить; 3) доход, прибыль	3.1, 12.3_, 34.2_	response.cgi?single=1&basename=%2fdata%2fsintib%2fstibet&text_number=1690&root=config	doanh	leŋ
痯		kwā́n				kwā́n	kwā́n		0					0157 g	kwā́n	kwấn	kwā́n	guǎn	kʷānʔ	0			response.cgi?single=1&basename=%2fdata%2fsintib%2fstibet&text_number=2036&root=config		kwā́n
彭		b(h)āŋ	Also read *bhrāŋ, MC bạ̈iŋ id. (whence Pek. péng; for *bh cf. Min readings: Xiamen phĩ<sup>2</sup>, lit. phiŋ<sup>2</sup>, Chaozhou phẽ<sup>2</sup>, Fuzhou, Jianou phaŋ<sup>2</sup>); *pāŋ, MC pwâŋ 'very, much'; 'be going pang-pang (of rhythmically trampling feet or hoofs)'. The alternation *bh- / *p- is not quite clear - perhaps we deal here with a confusion of originally different roots and should reconstruct *bāŋ, with the form *bhrāŋ influenced by 膨 q.v.		response.cgi?single=1&basename=%2fdata%2fchina%2fdoc&text_number=1376&root=config	b(h)āŋ	b(h)āŋ		4075					0750 a-d	b(h)āŋ	bwâŋ	b(h)āŋ	péng	b(h)āŋ	59	1) удары барабана, барабанный бой; 2) долговечный; 3) <i>см.</i> 彭彭; 4) Пэн (<i>фамилия</i>); [páng] сбоку; вблизи, <i>вм.</i> 旁		response.cgi?single=1&basename=%2fdata%2fsintib%2fstibet&text_number=+348&root=config		b(h)āŋ
撓		ŋhrēw	Precise OC reconstruction is somewhat difficult in this case.  Xiesheng  strongly suggests a velar initial; so does also a parallel MC reading xâw  (suggesting a variant with *sŋ(h)- > x-; the final, however, is quite  irregular). We may think that the word was influenced by 呶 *nrū > MC ṇạo  'to be disorderly, clamoring'; let us note, however, that the latter must have had a *n-, while for 撓 the Min dialects indicate aspiration (cf. Fuzhou, Chaozhou nau<sup>2</sup>). The oldest attested meaning of the character is 'crooked, bent' (already  in Yijing - although the word is absent from Schüssler's dictionary). During  Late Zhou it is attested only in the meaning 'make disorder, confusion'; only  since Tang the meaning 'to scrape' is witnessed (although it is reflected in  most modern dialects).		response.cgi?single=1&basename=%2fdata%2fchina%2fdoc&text_number=1991&root=config	ŋhiẹ̄w	ŋhriāw		7323					1164 s	ŋhạ̄w	ṇạw	ŋhạ̄w	náo	ŋhrēw	64	1) царапать, скрести; чесать; ерошить (<i>волосы</i>); теребить; 2) тревожить, беспокоить, раздражать, возмущать, волновать; 3) сгибаться, поддаваться; [nāo] 1) хватать; 2) убежать, уехать (<i>от кого-л.</i>)			nạo	ŋhrjāw
鹵		rhā́	For *rh- cf. Xiamen lɔ<sup>6</sup>, Fuzhou lo<sup>6</sup>.			lhṓ	rhā́		1918					0071 a-b	lhṓ	ló	lhṓ	lǔ	rhāʔ	197	1) солончаки; соленые колодцы (водоемы); 2) рассол; 3) грубый, неотесанный; небрежный; 4) негодный; 5) тупой, глупый, <i>вм.</i> 魯; 6) захватывать (уводить) в плен, <i>см.</i> 虜		response.cgi?single=1&basename=%2fdata%2fsintib%2fstibet&text_number=+641&root=config		rhā́
括		kwāt	Also read Mand. ā; regular Sino-Viet. is quát. In E.Chou also used for  a homonymous *kʷāt 'end of an arrow'.		response.cgi?single=1&basename=%2fdata%2fchina%2fdoc&text_number=+751&root=config	kwāt	kwāt		1304					0302 h	kwāt	kwât	kwāt	kuò guā	kʷāt	64	1) включать, обнимать; 2) связывать, завязывать		response.cgi?single=1&basename=%2fdata%2fsintib%2fstibet&text_number=2264&root=config	guột	kwāt
話		ghwrāć	Standard Sino-Viet. is thoại (with unclear th-). For *ghʷ- cf. Xiamen, Chaozhou ue<sup>6</sup>, Fuzhou, Jioanou ua<sup>6</sup>.		response.cgi?single=1&basename=%2fdata%2fchina%2fdoc&text_number=1730&root=config	wạ̄ś	wrāś		1299					0302 o	wạ̄̀j	ɣwạ̀i	wạ̄̀j	huà	ghʷrāts	149	1) слова, выражения; 2) речь, язык, диалект; 3) разговор, беседа; разговаривать; 4) <i>слово, завершающее конструкцию условного предложения</i>		response.cgi?single=1&basename=%2fdata%2fsintib%2fstibet&text_number=2372&root=config	vè	wrāś
跌	to6	Ł(h)īt	Since Han the character is also used for a homonymous *Ł(h)īt 'sole of foot'.	to6-	response.cgi?single=1&basename=%2fdata%2fchina%2fdoc&text_number=1541&root=config	d(h)iēt	liǝ̄t (~ lh-)		5074			cuɛ6		0402 j	d(h)iēt	diet	d(h)iēt	dié	Ł(h)īt	157	1) споткнуться; упасть навзничь; опрокинуться; падать (<i>напр. о ценах</i>); 2) лягать, брыкаться; 3) ошибаться; ошибка; 4) быстро идти; 5) задержка (перерыв) в изложении		response.cgi?single=1&basename=%2fdata%2fsintib%2fstibet&text_number=1936&root=config	d_iệt	ljǝ̄t (~ Łh-)
各		kāk			response.cgi?single=1&basename=%2fdata%2fchina%2fdoc&text_number=+243&root=config	kāk	kāk		1382					0766 a-c	kāk	kâk	kāk	gè	kāk	30	1) каждый, всякий; все; 2) <i>перед существительным служит показателем множественного числа</i>	54.3		các	kāk
糟					response.cgi?single=1&basename=%2fdata%2fchina%2fdoc&text_number=2281&root=config				1540					1053 g				zāo		119	1) отстой, винная гуща; 2) намочить в вине; мариновать; 3) сломать(ся), испортить(ся); повредить; 4) плохо дело; незадача; плохой; беспорядочный				
城	ṭã7	d(h)eŋ	Perhaps etymologically related to 停 *dhēŋ 'to stop' q.v.	cer7	response.cgi?single=1&basename=%2fdata%2fchina%2fdoc&text_number=+702&root=config	ʒ́(h)eŋ	ʒ́(h)eŋ		6859			cɛ̃7		0818 e-g	ʒ́(h)eŋ	ʒ́eŋ	ʒ́(h)eŋ	chéng	d(h)eŋ	32	1) городская стена; обносить стеной; 2) город	7.1_, 31.1, 42.1, 53.3_		thành	d(h)eŋ
狀		ʒ(h)raŋh			response.cgi?single=1&basename=%2fdata%2fchina%2fdoc&text_number=+631&root=config	ʒ̣(h)àŋ	ʒ̣(h)aŋh		4959					0727 s	ʒ̣(h)àŋ	ʒ̣ àŋ	ʒ̣(h)àŋ	zhuàng	ʒ́(h)raŋs	94	1) наружность, вид, лицо; положение, состояние; описывать, изображать; 2) официальная бумага, отношение, свидетельство, прошение, жалоба; лист, диплом; 3) заслуги, достоинства; 4) <i>стар.</i> литературный жанр		response.cgi?single=1&basename=%2fdata%2fsintib%2fstibet&text_number=1402&root=config		ʒ̣(h)aŋh
袖					response.cgi?single=1&basename=%2fdata%2fchina%2fdoc&text_number=1284&root=config				1803					1079 m				xiù		145	рукав; прятать в рукав; карманный (<i>умещающийся в рукаве</i>)				
英		ʔraŋ			response.cgi?single=1&basename=%2fdata%2fchina%2fdoc&text_number=+846&root=config	ʔeŋ	ʔreŋ		5103					0718 k	ʔeŋ	ʔaiŋ	ʔeŋ	yīng	ʔraŋ	140	1) цветы; листья; цветущий; прекрасный; 2) отборный, превосходный; выдающийся; талантливый, гениальный; героический; 3) <i>сокр.</i> Англия, Британия, Великобритания; английский, британский; 4) <i>древн.</i> украшение из перьев на боевых секирах; 5) Ин (<i>фамилия</i>)			anh	ʔraŋ
茭									7820					1166 l				gāi		140	корни трав				
僅		grǝnh	For *g cf. Xiamen kin<sup>6</sup>, Fuzhou köüŋ<sup>6</sup>.		response.cgi?single=1&basename=%2fdata%2fchina%2fdoc&text_number=1580&root=config	gìn	grǝnh		418					0480 m, z	gìn	gìn	gìn	jǐn	grǝns	9	1) только; едва лишь; всего лишь; 2) мало; редко				grǝnh
詢									4332					0392 p				xún		149	1) спрашивать; запрашивать, справляться; расследовать вопрос; 2) допрашивать; допрос; 3) замышлять; замысел				
哤									0					1201 c						0					
袍		bhū	Also read *bhū-s, MC bầw 'lapel of coat' (LZ). For *bh cf. Chaozhou phau<sup>2</sup>, Longdu pho<sup>2</sup>.		response.cgi?single=1&basename=%2fdata%2fchina%2fdoc&text_number=1285&root=config	bhǝ̄w	bhǝ̄w		7105					1113 i	bhāw	bâw	bhāw	páo	bhū	145	халат; платье		response.cgi?single=1&basename=%2fdata%2fsintib%2fstibet&text_number=++19&root=config		bhǝ̄w
尋		lhǝm	During Early Zhou used also for homonymous *lhǝm 'to warm up' and *lhǝm 'renew'. The meaning 'to seek, search' emerges during Late Zhou (it is not quite clear whether it is archaic or somehow derived from 'renew'?), but becomes widely spread only since Jin. Modern Chinese has also a more standard reading xín. Viet., besides standard tầm, has another loan from the same source: tìm 'to seek, search, look for'.		response.cgi?single=1&basename=%2fdata%2fchina%2fdoc&text_number=1369&root=config	zhim	zhǝm		0	zimu			simu	0662 a	zhim	zjim	zhim	xún	lhǝm	0			response.cgi?single=1&basename=%2fdata%2fsintib%2fstibet&text_number=1705&root=config	tầm	lhǝm
婁		ro	= 摟 q.v. Also read *r(h)ō, MC lʌw, Pek. lóu 'empty'. Since LZ borrowed for several other words: *r(h)oʔ (MC lǘ, Pek. lǚ) 'bind, connect'; *r(h)ō 'name of a constellation; in heat (e. g. swine); *r(h)ō, *r(h)ōʔ 'mound, hillock'.			lwo	rwa		8806					0123 a	lwo	lü	lwo	lóu	ro	38	1) Лоу (<i>название созвездия</i>, <i>часть созвездия Овна</i>); 2) Лоу (<i>фамилия</i>)		response.cgi?single=1&basename=%2fdata%2fsintib%2fstibet&text_number=+803&root=config		rwa
侍		d(h)ǝh				ʒ́(h)ɨ̀	ʒ́(h)ǝh		3164					0961 x	ʒ́(h)ɨ̀	ʒ́ɨ̀	ʒ́(h)ɨ̀	shì	d(h)ǝ(ʔ)s	9	прислуживать, обслуживать, ухаживать; состоять (<i>напр. в свите</i>); сопровождать; телохранитель; прислужник; член свиты		response.cgi?single=1&basename=%2fdata%2fsintib%2fstibet&text_number=+486&root=config		d(h)ǝh
婚		m̥ǝ̄n	Written as 昏 in Shi 35.2.		response.cgi?single=1&basename=%2fdata%2fchina%2fdoc&text_number=1133&root=config	hwǝ̄n	m̥ǝ̄n		1572					0457 m	hwǝ̄n	xon	hwǝ̄n	hūn	smǝ̄n	38	1) брак, бракосочетание; жениться; 2) <i>стар.</i> тесть; родители жены	35.2	response.cgi?single=1&basename=%2fdata%2fsintib%2fstibet&text_number=++87&root=config		m̥ǝ̄n
酒	cõ1	cú		ci1	response.cgi?single=1&basename=%2fdata%2fchina%2fdoc&text_number=1079&root=config	cjíw	cjǝ́w		1932			cü̃1		1096 k	cjíw	cjǝ́w	cjíw	jiǔ	cuʔ (~ ć-)	164	вино; водка; алкогольные напитки	26.1_		tu`'u	cǝ́w
絲		sǝ	Standard Sino-Viet. is ti. External data suggest rather *shǝ for OC; however, no modern dialect has preserved a special reflex of this phoneme (initial ch-).		response.cgi?single=1&basename=%2fdata%2fchina%2fdoc&text_number=1495&root=config	sjɨ	sjǝ		8256					0974 a-c	sjɨ	sjɨ	sjɨ	sī	sǝ	120	1) шелковая нить; шелк; шелковый; 2) нити; проволока; паутина; струйки; тонкие стружки; 3) струна; струнные музыкальные инструменты; 4) одна стотысячная; сотая часть миллиметра; ничтожное количество, иота; 5) тонкий узор; тонкий; 6) думы, <i>вм.</i> 思	18.1, 18.2, 18.3, 24.3, 27.3_, 53.1, 53.2, 53.3, 58.1	response.cgi?single=1&basename=%2fdata%2fsintib%2fstibet&text_number=1487&root=config	to'	sǝ
承		d(h)ǝŋ	Standard Sino-Viet. is thu'a (with a strange loss of the final dental).		response.cgi?single=1&basename=%2fdata%2fchina%2fdoc&text_number=+565&root=config	ʒ́(h)ɨŋ	ʒ́(h)ǝŋ		5570					0896 c	ʒ́(h)ɨŋ	ʒ́iŋ	ʒ́(h)ɨŋ	chéng	d(h)ǝŋ	64	1) принять, получить; удостоиться получить; 2) взять на себя; взяться за...; 3) продолжать; наследовать; преемствовать; 4) поддерживать; почитать; услужить (<i>кому-л.</i>); 5) <i>тех.</i> гнездо; 6) помогать, <i>вм.</i> 丞; 7) Чэн (<i>фамилия</i>)			xù'ng	d(h)ǝŋ
局		gok	This is the original meaning of the character, which later came to be  rendered by the graph 跼. Starting with Han the character 局 was used for a  homonymous word *gok 'action, circumstance; meeting, party, office' (for *g cf. Xiamen kik<sup>8</sup>, Chaozhou kek<sup>8</sup>, Fuzhou kuok<sup>8</sup>).  Cf. also Viet. gục 'to bend down'.		response.cgi?single=1&basename=%2fdata%2fchina%2fdoc&text_number=+374&root=config	gok	gok		4170					1214 a	gok	göuk	gok	jú	gok	44	1) бюро, управление; контора, учреждение; участок; 2) лавка; мастерская; заведение; склад; 3) игорный дом, притон; 4) обман; обманывать; 5) часть; частичный; узкий, ограниченный; ограничивать; ограничения; 6) широкая натура, размах; способности; 7) положение, конъюнктура; ситуация; 8) шахматная доска; партия [в шахматы]; 9) банкет, пир			cuộc	gok
